date;SO4;MP2.5;MP10;Tem_amb_med
2021-06-05;1.0;29.0;13.0;14.8
2021-06-06;1.0;26.0;10.0;14.7
2021-06-07;1.0;22.0;7.0;14.6
2021-06-08;1.0;25.0;8.0;14.4
2021-06-09;1.0;25.0;10.0;14.3
2021-06-10;1.0;27.0;8.0;14.7
2021-06-11;1.0;38.0;11.0;14.8
2021-06-12;1.0;38.0;17.0;14.7
2021-06-13;1.0;37.0;15.0;14.6
2021-06-14;1.0;31.0;12.0;14.6
2021-06-15;1.0;52.0;17.0;14.5
2021-06-16;1.0;40.0;13.0;14.5
2021-06-17;1.0;27.0;9.0;14.5
2021-06-18;1.0;21.0;5.0;14.5
2021-06-19;1.0;25.0;7.0;14.3
2021-06-20;1.0;19.0;6.0;14.4
2021-06-21;1.0;18.0;5.0;14.1
2021-06-22;1.0;39.0;10.0;14.2
2021-06-23;1.0;40.0;10.0;14.5
2021-06-24;1.0;45.0;10.0;14.1
2021-06-25;1.0;30.0;6.0;14.3
2021-06-26;1.0;25.0;5.0;14.4
2021-06-27;1.0;26.0;7.0;14.1
2021-06-28;1.0;37.0;9.0;14.2
2021-06-29;1.0;38.0;18.0;14.0
2021-06-30;1.0;46.0;24.0;13.8
2021-07-01;1.0;34.0;14.0;14.0
2021-07-02;1.0;30.0;10.0;13.9
2021-07-03;1.0;42.0;19.0;14.0
2021-07-04;1.0;42.0;22.0;14.2
2021-07-05;1.0;50.0;25.0;14.0
2021-07-06;1.0;40.0;17.0;14.0
2021-07-07;1.0;31.0;9.0;14.0
2021-07-08;1.0;38.0;16.0;14.0
2021-07-09;1.0;38.0;15.0;14.0
2021-07-10;1.0;48.0;17.0;13.9
2021-07-11;1.0;38.0;16.0;13.8
2021-07-12;1.0;63.0;16.0;13.8
2021-07-13;1.0;50.0;16.0;13.8
2021-07-14;1.0;42.0;13.0;13.8
2021-07-15;1.0;31.0;10.0;13.7
2021-07-16;1.0;32.0;12.0;13.5
2021-07-17;1.0;35.0;14.0;13.6
2021-07-18;1.0;45.0;22.0;13.4
2021-07-19;1.0;41.0;21.0;13.6
2021-07-20;1.0;36.0;13.0;13.8
2021-07-21;1.0;45.0;21.0;14.0
2021-07-22;1.01;48.0;24.0;13.8
2021-07-23;1.0;47.0;22.0;13.5
2021-07-24;1.0;51.0;22.0;13.6
2021-07-25;1.0;27.0;11.0;13.5
2021-07-26;1.0;27.0;7.0;13.6
2021-07-27;1.0;37.0;8.0;13.6
2021-07-28;1.0;37.0;9.0;13.5
2021-07-29;1.0;35.0;10.0;13.5
2021-07-30;1.0;32.0;12.0;13.7
2021-07-31;1.01;34.0;11.0;13.7
2021-08-01;1.0;37.0;15.0;13.7
2021-08-02;1.0;43.0;20.0;13.6
2021-08-03;1.0;43.0;21.0;13.8
2021-08-04;1.0;34.0;15.0;13.9
2021-08-05;1.0;36.0;11.0;13.9
2021-08-06;1.0;30.0;9.0;14.1
2021-08-07;1.0;26.0;9.0;14.0
2021-08-08;1.0;27.0;8.0;14.1
2021-08-09;1.0;33.0;9.0;13.9
2021-08-10;1.0;34.0;7.0;14.0
2021-08-11;1.0;30.0;11.0;14.1
2021-08-12;1.0;38.0;12.0;14.0
2021-08-13;1.0;43.0;13.0;14.0
2021-08-14;1.0;29.0;12.0;14.0
2021-08-15;1.0;27.0;12.0;13.9
2021-08-16;1.0;42.0;15.0;14.1
2021-08-17;1.0;43.0;15.0;13.9
2021-08-18;1.0;39.0;11.0;14.0
2021-08-19;1.0;40.0;12.0;13.9
2021-08-20;1.0;34.0;11.0;13.8
2021-08-21;1.0;34.0;11.0;13.9
2021-08-22;1.0;29.0;10.0;14.1
2021-08-23;1.0;31.0;9.0;14.0
2021-08-24;1.0;23.0;6.0;14.1
2021-08-25;1.0;33.0;6.0;14.1
2021-08-26;1.0;51.0;11.0;14.0
2021-08-27;1.0;33.0;9.0;14.3
2021-08-28;1.0;31.0;10.0;14.2
2021-08-29;1.0;35.0;15.0;14.4
2021-08-30;1.0;34.0;11.0;14.4
2021-08-31;1.0;26.0;10.0;14.3
2021-09-01;1.0;23.0;7.0;14.3
2021-09-02;1.0;19.0;9.0;14.3
2021-09-03;1.0;13.0;3.0;14.3
2021-09-04;1.0;21.0;6.0;14.3
2021-09-05;1.0;25.0;8.0;14.3
2021-09-06;1.0;25.0;5.0;14.4
2021-09-07;1.34;33.0;7.0;14.4
2021-09-08;1.25;43.0;10.0;14.5
2021-09-09;1.0;43.0;13.0;14.4
2021-09-10;1.0;39.0;12.0;14.4
2021-09-11;1.0;43.0;13.0;14.3
2021-09-12;1.0;48.0;13.0;14.4
2021-09-13;1.0;39.0;9.0;14.4
2021-09-14;1.0;31.0;8.0;14.3
2021-09-15;1.0;28.0;8.0;14.4
2021-09-16;1.0;35.0;9.0;14.4
2021-09-17;1.0;27.0;10.0;14.5
2021-09-18;1.0;25.0;10.0;14.5
2021-09-19;1.0;19.0;6.0;14.5
2021-09-20;1.0;15.0;2.0;14.6
2021-09-21;1.0;27.0;7.0;14.9
2021-09-22;1.0;28.0;7.0;14.8
2021-09-23;1.0;30.0;8.0;14.8
2021-09-24;1.0;34.0;10.0;14.8
2021-09-25;1.0;36.0;11.0;14.8
2021-09-26;1.0;23.0;9.0;14.9
2021-09-27;1.0;22.0;7.0;15.0
2021-09-28;1.0;19.0;8.0;15.0
2021-09-29;1.0;21.0;9.0;15.0
2021-09-30;1.0;22.0;8.0;15.2
2021-10-01;1.0;31.0;8.0;14.9
2021-10-02;1.0;24.0;8.0;14.9
2021-10-03;1.0;40.0;11.0;15.1
2021-10-04;1.0;36.0;11.0;15.0
2021-10-05;1.0;35.0;9.0;15.1
2021-10-06;1.0;30.0;9.0;15.3
2021-10-07;1.0;32.0;12.0;15.3
2021-10-08;1.0;34.0;9.0;15.3
2021-10-09;1.0;28.0;9.0;15.4
2021-10-10;1.0;26.0;10.0;15.4
2021-10-11;1.0;32.0;10.0;15.3
2021-10-12;1.0;26.0;7.0;15.4
2021-10-13;1.0;34.0;7.0;15.6
2021-10-14;1.0;30.0;6.0;15.6
2021-10-15;1.0;30.0;9.0;15.6
2021-10-16;1.0;39.0;11.0;15.4
2021-10-17;1.0;34.0;10.0;15.4
2021-10-18;1.0;33.0;12.0;15.5
2021-10-19;1.0;34.0;14.0;15.5
2021-10-20;1.0;27.0;11.0;15.7
2021-10-21;1.0;26.0;9.0;15.6
2021-10-22;1.0;23.0;9.0;15.9
2021-10-23;1.0;38.0;8.0;15.8
2021-10-24;1.0;36.0;11.0;15.9
2021-10-25;1.0;32.0;11.0;15.9
2021-10-26;1.0;31.0;10.0;16.0
2021-10-27;1.0;37.0;12.0;16.1
2021-10-28;1.0;34.0;11.0;16.1
2021-10-29;1.0;29.0;9.0;16.2
2021-10-30;1.0;24.0;8.0;16.3
2021-10-31;1.0;27.0;9.0;16.3
2021-11-01;1.0;24.0;8.0;16.3
2021-11-02;1.0;23.0;7.0;16.3
2021-11-03;1.0;29.0;7.0;16.5
2021-11-04;1.0;23.0;6.0;16.5
2021-11-05;1.0;27.0;6.0;16.5
2021-11-06;1.0;31.0;8.0;16.6
2021-11-07;1.0;32.0;11.0;16.7
2021-11-08;1.0;29.0;10.0;16.8
2021-11-09;1.14;33.0;11.0;16.8
2021-11-10;1.23;26.0;11.0;16.8
2021-11-11;1.22;22.0;7.0;16.8
2021-11-12;1.24;20.0;5.0;16.8
2021-11-13;1.22;20.0;5.0;17.0
2021-11-14;1.22;21.0;6.0;16.9
2021-11-15;1.22;26.0;7.0;17.1
2021-11-16;1.22;23.0;7.0;17.0
2021-11-17;1.24;25.0;8.0;17.0
2021-11-18;1.28;24.0;7.0;17.1
2021-11-19;1.27;24.0;10.0;17.2
2021-11-20;1.27;22.0;7.0;17.4
2021-11-21;1.28;22.0;6.0;17.2
2021-11-22;1.27;20.0;7.0;17.5
2021-11-23;1.28;19.0;9.0;17.6
2021-11-24;1.28;21.0;8.0;17.6
2021-11-25;1.3;19.0;5.0;17.6
2021-11-26;1.29;21.0;6.0;17.8
2021-11-27;1.3;17.0;4.0;17.6
2021-11-28;1.29;18.0;6.0;17.6
2021-11-29;1.11;29.0;8.0;17.7
2021-11-30;1.0;28.0;8.0;17.8
2021-12-01;1.0;22.0;7.0;17.7
2021-12-02;1.0;25.0;7.0;18.0
2021-12-03;1.0;24.0;6.0;18.0
2021-12-04;1.0;22.0;5.0;18.0
2021-12-05;1.0;26.0;10.0;17.9
2021-12-06;1.0;25.0;7.0;18.0
2021-12-07;1.0;23.0;7.0;18.0
2021-12-08;1.0;21.0;5.0;18.1
2021-12-09;1.0;18.0;5.0;18.1
2021-12-10;1.0;28.0;8.0;18.2
2021-12-11;1.0;27.0;7.0;18.1
2021-12-12;1.0;18.0;5.0;18.3
2021-12-13;1.0;22.0;5.0;18.6
2021-12-14;1.0;28.0;5.0;18.5
2021-12-15;1.0;29.0;7.0;18.6
2021-12-16;1.0;18.0;5.0;18.5
2021-12-17;1.0;22.0;5.0;18.8
2021-12-18;1.0;19.0;4.0;18.8
2021-12-19;1.0;16.0;3.0;18.8
2021-12-20;1.0;17.0;2.0;19.0
2021-12-21;1.0;15.0;3.0;18.9
2021-12-22;1.0;21.0;4.0;19.0
2021-12-23;1.0;30.0;5.0;19.1
2021-12-24;1.0;24.0;5.0;19.1
2021-12-25;1.0;19.0;4.0;19.2
2021-12-26;1.0;16.0;4.0;19.3
2021-12-27;1.0;18.0;4.0;19.4
2021-12-28;1.0;16.0;3.0;19.4
2021-12-29;1.0;14.0;3.0;19.4
2021-12-30;1.0;10.0;1.0;19.6
2021-12-31;1.0;32.0;14.0;19.6
2022-01-01;1.0;20.0;5.0;19.7
2022-01-02;1.0;22.0;6.0;19.6
2022-01-03;1.0;28.0;4.0;19.8
2022-01-04;1.0;21.0;4.0;19.7
2022-01-05;1.0;21.0;4.0;19.9
2022-01-06;1.0;25.0;5.0;20.0
2022-01-07;1.0;23.0;5.0;19.9
2022-01-08;1.0;24.0;5.0;20.0
2022-01-09;1.0;24.0;5.0;20.0
2022-01-10;1.0;24.0;5.0;20.0
2022-01-11;1.0;21.0;4.0;19.9
2022-01-12;1.0;19.0;3.0;20.0
2022-01-13;1.0;19.0;4.0;20.0
2022-01-14;1.0;19.0;4.0;20.1
2022-01-15;1.0;17.0;3.0;20.3
2022-01-16;1.0;13.0;2.0;20.4
2022-01-17;1.0;17.0;3.0;20.5
2022-01-18;1.0;23.0;4.0;20.4
2022-01-19;1.0;23.0;5.0;20.4
2022-01-20;1.0;25.0;4.0;20.4
2022-01-21;1.0;23.0;4.0;20.4
2022-01-22;1.0;19.0;3.0;20.4
2022-01-23;1.0;16.0;4.0;20.3
2022-01-24;1.0;20.0;4.0;20.4
2022-01-25;1.0;20.0;5.0;20.3
2022-01-26;1.0;23.0;5.0;20.3
2022-01-27;1.0;23.0;5.0;20.2
2022-01-28;1.0;17.0;3.0;20.5
2022-01-29;1.0;20.0;5.0;20.7
2022-01-30;1.0;20.0;5.0;20.5
2022-01-31;1.0;20.0;4.0;20.3
2022-02-01;1.0;18.0;4.0;20.4
2022-02-02;1.0;24.0;5.0;20.3
2022-02-03;1.0;26.0;6.0;20.2
2022-02-04;1.0;28.0;6.0;20.3
2022-02-05;1.0;23.0;5.0;20.3
2022-02-06;1.0;21.0;5.0;20.4
2022-02-07;1.0;23.0;6.0;20.2
2022-02-08;1.0;28.0;6.0;20.1
2022-02-09;1.0;24.0;7.0;20.1
2022-02-10;1.0;27.0;7.0;20.3
2022-02-11;1.0;35.0;9.0;20.2
2022-02-12;1.0;27.0;6.0;20.1
2022-02-13;1.0;20.0;5.0;20.2
2022-02-14;1.0;24.0;5.0;20.2
2022-02-15;1.0;29.0;8.0;20.2
2022-02-16;1.0;31.0;7.0;20.2
2022-02-17;1.0;27.0;6.0;20.0
2022-02-18;1.0;24.0;5.0;20.1
2022-02-19;1.0;26.0;7.0;20.0
2022-02-20;1.0;30.0;9.0;20.1
2022-02-21;1.0;27.0;6.0;20.1
2022-02-22;1.0;27.0;6.0;20.0
2022-02-23;1.0;25.0;3.0;20.0
2022-02-24;1.0;23.0;5.0;20.0
2022-02-25;1.0;26.0;5.0;20.0
2022-02-26;1.0;29.0;9.0;20.0
2022-02-27;1.0;26.0;7.0;19.9
2022-02-28;1.0;26.0;7.0;19.8
2022-03-01;1.0;40.0;9.0;19.6
2022-03-02;1.0;39.0;10.0;19.6
2022-03-03;1.0;49.0;11.0;19.7
2022-03-04;1.0;37.0;10.0;19.8
2022-03-05;1.0;25.0;7.0;19.7
2022-03-06;1.0;23.0;7.0;19.7
2022-03-07;1.0;35.0;11.0;19.6
2022-03-08;1.0;33.0;7.0;19.5
2022-03-09;1.0;29.0;5.0;19.5
2022-03-10;1.0;23.0;6.0;19.4
2022-03-11;1.0;36.0;9.0;19.3
2022-03-12;1.0;36.0;10.0;19.4
2022-03-13;1.0;28.0;8.0;19.3
2022-03-14;1.0;33.0;7.0;19.1
2022-03-15;1.0;32.0;7.0;19.1
2022-03-16;1.0;27.0;5.0;19.1
2022-03-17;1.0;30.0;6.0;19.0
2022-03-18;1.0;41.0;9.0;19.0
2022-03-19;1.0;62.0;12.0;19.0
2022-03-20;1.0;37.0;8.0;18.8
2022-03-21;1.0;31.0;7.0;18.8
2022-03-22;1.0;39.0;8.0;18.6
2022-03-23;1.0;33.0;6.0;18.6
2022-03-24;1.0;37.0;7.0;18.6
2022-03-25;1.0;53.0;12.0;18.5
2022-03-26;1.0;51.0;13.0;18.4
2022-03-27;1.0;39.0;8.0;18.5
2022-03-28;1.0;30.0;9.5;18.2
2022-03-29;1.0;26.0;9.2;18.3
2022-03-30;1.0;28.0;10.0;18.2
2022-03-31;1.0;25.051449953227316;8.680018850141376;18.2
2022-04-01;1.0;29.2;12.0;18.3
2022-04-02;1.0;29.2;12.0;18.2
2022-04-03;1.0;26.1;9.0;18.1
2022-04-04;1.0;26.1;9.0;17.8
2022-04-05;1.0;25.0;10.0;17.7
2022-04-06;1.0;26.0;13.0;17.7
2022-04-07;1.0;22.0;11.0;17.7
2022-04-08;1.0;24.0;13.0;17.7
2022-04-09;1.0;17.0;9.0;17.7
2022-04-10;1.0;9.0;6.0;17.7
2022-04-11;1.0;17.0;7.0;17.4
2022-04-12;1.0;20.0;7.0;17.3
2022-04-13;1.0;31.0;9.0;17.4
2022-04-14;1.0;21.0;9.0;17.3
2022-04-15;1.0;22.0;10.0;17.2
2022-04-16;1.0;20.0;8.0;17.1
2022-04-17;1.0;18.0;7.0;17.0
2022-04-18;1.0;20.0;10.0;17.1
2022-04-19;1.0;32.0;13.0;17.1
2022-04-20;1.0;29.0;9.0;16.8
2022-04-21;1.0;13.0;7.0;16.7
2022-04-22;1.0;12.0;7.0;16.7
2022-04-23;1.0;14.0;8.0;16.7
2022-04-24;1.0;19.0;11.0;16.9
2022-04-25;1.0;23.0;8.0;16.7
2022-04-26;1.0;23.0;8.0;16.3
2022-04-27;1.0;16.0;7.0;16.4
2022-04-28;1.0;20.0;8.0;16.2
2022-04-29;1.0;33.0;14.0;16.5
2022-04-30;1.0;23.0;11.0;16.3
2022-05-01;1.0;19.0;10.0;16.2
2022-05-02;1.0;19.0;8.0;16.1
2022-05-03;1.0;26.0;9.0;16.2
2022-05-04;1.0;25.0;14.0;16.3
2022-05-05;1.0;35.0;13.0;16.3
2022-05-06;1.0;19.0;9.0;16.3
2022-05-07;1.0;23.0;10.0;16.3
2022-05-08;1.0;39.0;12.0;16.0
2022-05-09;1.0;27.0;8.0;15.9
2022-05-10;1.0;28.0;14.0;15.8
2022-05-11;1.0;37.0;18.0;15.9
2022-05-12;1.0;27.0;14.0;15.9
2022-05-13;1.0;32.0;15.0;16.0
2022-05-14;1.0;27.0;13.0;15.9
2022-05-15;1.0;22.0;11.0;15.7
2022-05-16;1.0;25.0;9.0;15.6
2022-05-17;1.0;32.0;10.0;15.5
2022-05-18;1.0;25.0;13.0;15.5
2022-05-19;1.0;50.0;20.0;15.6
2022-05-20;1.0;31.0;13.0;15.5
2022-05-21;1.0;24.0;12.0;15.0
2022-05-22;1.0;21.0;9.0;15.0
2022-05-23;1.0;26.0;12.0;15.1
2022-05-24;1.0;27.0;11.0;15.1
2022-05-25;1.0;28.0;16.0;15.2
2022-05-26;1.0;34.0;20.0;15.2
2022-05-27;1.0;37.6;15.0;15.1
2022-05-28;1.0;27.2;11.0;15.1
2022-05-29;1.0;28.6;8.0;15.1
2022-05-30;1.0;26.1;9.0;15.1
2022-05-31;1.0;33.0;16.0;14.9
2022-06-01;1.0;47.0;13.0;14.8
2022-06-02;1.0;44.0;13.0;14.8
2022-06-03;1.0;28.0;10.0;14.9
2022-06-04;1.0;33.0;16.0;14.8
2022-06-05;1.0;32.0;15.0;14.7
2022-06-06;1.0;43.0;13.0;14.6
2022-06-07;1.0;35.0;13.0;14.6
2022-06-08;1.0;27.0;11.0;14.4
2022-06-09;1.0;20.0;7.0;14.3
2022-06-10;1.0;30.0;10.0;14.6
2022-06-11;1.0;34.0;15.0;14.7
2022-06-12;1.0;27.0;15.0;14.6
2022-06-13;1.0;28.0;12.0;14.5
2022-06-14;1.0;35.0;12.0;14.6
2022-06-15;1.0;29.0;9.0;14.5
2022-06-16;1.0;24.0;7.0;14.5
2022-06-17;1.0;37.0;9.0;14.4
2022-06-18;1.0;27.0;12.0;14.5
2022-06-19;1.0;29.0;13.0;14.2
2022-06-20;1.0;28.0;14.0;14.3
2022-06-21;1.0;21.0;11.0;14.1
2022-06-22;1.0;27.0;8.0;14.2
2022-06-23;1.0;30.0;8.0;14.4
2022-06-24;1.0;33.0;10.0;14.1
2022-06-25;1.0;19.0;9.0;14.3
2022-06-26;1.0;17.0;5.0;14.4
2022-06-27;1.0;23.0;7.0;14.1
2022-06-28;1.0;36.0;10.0;14.2
2022-06-29;1.0;34.0;14.0;14.0
2022-06-30;1.0;32.0;14.0;13.9
2022-07-01;1.0;34.0;14.0;14.0
2022-07-02;1.0;29.0;12.0;13.9
2022-07-03;1.0;29.0;16.0;14.0
2022-07-04;1.0;28.0;12.0;14.1
2022-07-05;1.0;40.0;17.0;14.0
2022-07-06;1.0;43.0;15.0;14.0
2022-07-07;1.0;35.0;13.0;14.0
2022-07-08;1.0;50.0;16.0;14.0
2022-07-09;1.0;35.0;15.0;13.9
2022-07-10;1.0;19.0;10.0;13.9
2022-07-11;1.0;39.0;8.0;13.8
2022-07-12;1.0;40.0;12.0;13.8
2022-07-13;1.0;28.0;10.0;13.8
2022-07-14;1.0;25.0;7.0;13.8
2022-07-15;1.0;23.0;6.0;13.7
2022-07-16;1.0;29.0;6.0;13.5
2022-07-17;1.0;36.0;10.0;13.5
2022-07-18;1.0;34.0;16.0;13.4
2022-07-19;1.0;27.0;14.0;13.5
2022-07-20;1.0;33.0;19.0;13.8
2022-07-21;1.0;23.0;12.0;14.0
2022-07-22;1.0;19.0;9.0;13.8
2022-07-23;1.0;23.0;12.0;13.5
2022-07-24;1.0;25.0;16.0;13.6
2022-07-25;1.0;28.0;14.0;13.5
2022-07-26;1.0;23.0;10.0;13.6
2022-07-27;1.0;28.0;10.0;13.6
2022-07-28;1.0;27.0;11.0;13.5
2022-07-29;1.0;30.0;12.0;13.5
2022-07-30;1.0;28.0;12.0;13.7
2022-07-31;1.0;17.0;9.0;13.7
2022-08-01;1.0;16.0;7.0;13.7
2022-08-02;1.0;24.0;9.0;13.6
2022-08-03;1.0;31.0;8.0;13.8
2022-08-04;1.0;33.0;14.0;13.9
2022-08-05;1.0;33.0;15.0;13.9
2022-08-06;1.0;35.0;16.0;14.1
2022-08-07;1.0;35.0;12.0;13.9
2022-08-08;1.0;38.0;14.0;14.1
2022-08-09;1.0;41.0;13.0;13.9
2022-08-10;1.0;35.0;17.0;14.0
2022-08-11;1.0;42.0;20.0;14.2
2022-08-12;1.0;32.0;15.0;14.0
2022-08-13;1.0;25.0;10.0;14.0
2022-08-14;1.0;25.0;9.0;14.0
2022-08-15;1.0;27.0;10.0;13.8
2022-08-16;1.0;44.0;13.0;14.1
2022-08-17;1.0;36.0;13.0;13.9
2022-08-18;1.0;36.0;11.0;14.0
2022-08-19;1.0;35.0;16.0;13.9
2022-08-20;1.0;37.0;18.0;13.8
2022-08-21;1.0;23.0;13.0;13.9
2022-08-22;1.0;21.0;8.0;14.1
2022-08-23;1.0;26.0;9.0;14.0
2022-08-24;1.0;26.0;10.0;14.0
2022-08-25;1.0;32.0;16.0;14.1
2022-08-26;1.0;25.0;14.0;14.0
2022-08-27;1.0;27.0;13.0;14.3
2022-08-28;1.0;28.0;13.0;14.2
2022-08-29;1.0;30.0;14.0;14.3
2022-08-30;1.0;27.0;11.0;14.4
2022-08-31;1.0;23.0;9.0;14.3
2022-09-01;1.0;24.0;7.0;14.2
2022-09-02;1.0;26.0;10.0;14.3
2022-09-03;1.0;32.0;12.0;14.3
2022-09-04;1.0;34.0;15.0;14.3
2022-09-05;1.0;36.0;15.0;14.2
2022-09-06;1.0;36.0;17.0;14.4
2022-09-07;1.0;30.0;16.0;14.4
2022-09-08;1.0;28.0;9.0;14.4
2022-09-09;1.0;28.0;8.0;14.4
2022-09-10;1.0;18.0;7.0;14.4
2022-09-11;1.0;14.0;7.0;14.3
2022-09-12;1.0;24.0;8.0;14.4
2022-09-13;1.0;33.0;8.0;14.4
2022-09-14;1.0;39.0;10.0;14.3
2022-09-15;1.0;27.0;12.0;14.4
2022-09-16;1.0;37.5;16.0;14.4
2022-09-17;1.0;26.0;15.0;14.4
2022-09-18;1.0;23.0;10.0;14.4
2022-09-19;1.0;21.0;8.0;14.5
2022-09-20;1.0;24.0;8.0;14.5
2022-09-21;1.0;26.0;9.0;14.8
2022-09-22;1.0;38.0;14.0;14.8
2022-09-23;1.0;32.0;13.0;14.8
2022-09-24;1.0;20.0;9.0;14.8
2022-09-25;1.0;27.0;9.0;14.7
2022-09-26;1.0;37.0;11.0;14.8
2022-09-27;1.0;22.0;7.0;14.9
2022-09-28;1.01;27.0;8.0;14.9
2022-09-29;1.0;19.0;6.0;15.0
2022-09-30;1.0;25.0;7.0;15.1
2022-10-01;1.0;21.0;9.0;14.9
2022-10-02;1.0;22.0;7.0;14.8
2022-10-03;1.0;21.0;7.0;15.0
2022-10-04;1.0;15.0;4.0;15.0
2022-10-05;1.0;27.0;5.0;15.0
2022-10-06;1.0;41.0;11.0;15.2
2022-10-07;1.0;30.0;11.0;15.2
2022-10-08;1.0;22.0;10.0;15.3
2022-10-09;1.0;28.6;8.0;15.3
2022-10-10;1.0;25.3;7.0;15.4
2022-10-11;1.0;25.3;7.0;15.2
2022-10-12;1.0;25.3;7.0;15.3
2022-10-13;1.0;19.3;6.0;15.5
2022-10-14;1.0;18.0;6.0;15.5
2022-10-15;1.0;25.0;11.0;15.5
2022-10-16;1.0;21.0;10.0;15.4
2022-10-17;1.0;15.0;6.0;15.4
2022-10-18;1.0;17.0;9.0;15.4
2022-10-19;1.0;14.0;5.0;15.5
2022-10-20;1.01;19.0;6.0;15.6
2022-10-21;1.0;20.0;7.0;15.6
2022-10-22;1.0;17.0;7.0;15.8
2022-10-23;1.0;12.0;7.0;15.7
2022-10-24;1.0;16.0;6.0;15.8
2022-10-25;1.0;16.0;6.0;15.8
2022-10-26;1.0;15.0;5.0;16.0
2022-10-27;1.0;17.0;6.0;16.0
2022-10-28;1.0;20.0;6.0;16.1
2022-10-29;1.0;20.0;7.0;16.2
2022-10-30;1.0;15.0;6.0;16.2
2022-10-31;1.0;15.0;6.0;16.2
2022-11-01;1.0;17.0;7.0;16.3
2022-11-02;1.0;30.0;8.0;16.3
2022-11-03;1.0;23.0;11.0;16.4
2022-11-04;1.0;22.0;8.0;16.5
2022-11-05;1.0;16.0;7.0;16.4
2022-11-06;1.0;13.0;6.0;16.5
2022-11-07;1.0;16.0;5.0;16.7
2022-11-08;1.0;16.0;7.0;16.8
2022-11-09;1.0;20.0;8.0;16.7
2022-11-10;1.0;15.0;5.2;16.8
2022-11-11;1.0;17.0;4.6;16.8
2022-11-12;1.0;10.0;3.0;16.8
2022-11-13;1.0;13.0;4.0;16.9
2022-11-14;1.0;20.0;6.0;16.9
2022-11-15;1.0;21.0;4.0;17.1
2022-11-16;1.0;15.0;3.0;16.9
2022-11-17;1.0;19.0;4.0;16.9
2022-11-18;1.0;18.0;2.0;17.0
2022-11-19;1.0;18.0;6.0;17.2
2022-11-20;1.0;11.0;2.0;17.3
2022-11-21;1.0;19.0;4.0;17.2
2022-11-22;1.0;36.0;7.0;17.5
2022-11-23;1.0;23.0;5.0;17.6
2022-11-24;1.0;24.0;5.0;17.5
2022-11-25;1.0;17.0;4.0;17.6
2022-11-26;1.0;10.0;4.0;17.7
2022-11-27;1.0;6.0;2.0;17.6
2022-11-28;1.0;14.0;2.0;17.6
2022-11-29;1.0;14.0;3.0;17.7
2022-11-30;1.0;21.0;5.0;17.8
2022-12-01;1.0;19.0;5.0;17.7
2022-12-02;1.0;17.0;3.0;18.0
2022-12-03;1.0;19.0;6.0;18.0
2022-12-04;1.0;15.0;5.0;17.9
2022-12-05;1.0;20.0;7.0;17.9
2022-12-06;1.0;17.0;5.0;18.0
2022-12-07;1.0;14.0;5.0;18.0
2022-12-08;1.0;7.0;3.0;18.0
2022-12-09;1.0;14.0;4.0;18.1
2022-12-10;1.0;12.0;4.0;18.3
2022-12-11;1.0;8.0;2.0;18.1
2022-12-12;1.0;19.0;3.0;18.3
2022-12-13;1.0;21.0;5.0;18.7
2022-12-14;1.0;21.0;6.0;18.6
2022-12-15;1.0;19.0;7.0;18.6
2022-12-16;1.0;24.0;8.0;18.6
2022-12-17;1.0;21.0;6.0;18.8
2022-12-18;1.0;16.0;7.0;18.8
2022-12-19;1.0;23.0;6.0;18.8
2022-12-20;1.0;16.0;5.0;19.0
2022-12-21;1.0;16.0;6.0;18.9
2022-12-22;1.0;17.0;5.0;19.0
2022-12-23;1.0;18.0;5.0;19.1
2022-12-24;1.0;22.0;8.0;19.1
2022-12-25;1.0;24.0;7.0;19.3
2022-12-26;1.0;29.0;7.0;19.3
2022-12-27;1.0;21.0;7.0;19.4
2022-12-28;1.0;28.0;7.0;19.3
2022-12-29;1.0;22.0;8.0;19.4
2022-12-30;1.0;16.0;6.0;19.6
2022-12-31;1.0;18.0;6.0;19.6
2023-01-01;1.0;31.0;17.0;19.7
2023-01-02;1.0;17.0;7.0;19.6
2023-01-03;1.0;24.0;7.0;19.7
2023-01-04;1.0;26.0;9.0;19.7
2023-01-05;1.0;33.0;9.0;19.9
2023-01-06;1.0;18.0;5.0;20.0
2023-01-07;1.0;22.0;5.0;19.9
2023-01-08;1.0;13.0;4.0;20.0
2023-01-09;1.0;14.0;4.0;19.9
2023-01-10;1.0;19.0;5.0;20.0
2023-01-11;1.0;13.0;3.0;19.9
2023-01-12;1.0;20.0;5.0;19.9
2023-01-13;1.0;25.0;6.0;20.0
2023-01-14;1.0;20.0;7.0;20.1
2023-01-15;1.0;17.0;6.0;20.2
2023-01-16;1.0;17.0;5.0;20.3
2023-01-17;1.0;17.0;5.0;20.5
2023-01-18;1.0;19.0;5.0;20.4
2023-01-19;1.0;16.0;5.0;20.3
2023-01-20;1.0;17.0;5.0;20.3
2023-01-21;1.0;22.0;6.0;20.3
2023-01-22;1.0;21.0;5.0;20.3
2023-01-23;1.0;28.0;8.0;20.3
2023-01-24;1.0;21.0;6.0;20.4
2023-01-25;1.0;21.0;4.0;20.3
2023-01-26;1.0;19.0;4.0;20.3
2023-01-27;1.0;25.0;7.0;20.2
2023-01-28;1.0;16.0;4.0;20.4
2023-01-29;1.0;15.0;4.0;20.6
2023-01-30;1.0;22.0;6.0;20.5
2023-01-31;1.0;20.0;5.0;20.3
2023-02-01;1.0;18.0;4.0;20.4
